IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.130.95,80,false,SIN,Asia Pacific,Singapore,292 ms,4100 kB/s
8.222.136.247,2086,false,SIN,Asia Pacific,Singapore,278 ms,4094 kB/s
8.219.200.145,8880,false,SIN,Asia Pacific,Singapore,292 ms,4094 kB/s
8.222.237.131,2086,false,SIN,Asia Pacific,Singapore,283 ms,4092 kB/s
8.219.97.50,2095,false,SIN,Asia Pacific,Singapore,281 ms,4092 kB/s
8.219.51.211,2052,false,SIN,Asia Pacific,Singapore,290 ms,4091 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,296 ms,4087 kB/s
8.219.200.145,2052,false,SIN,Asia Pacific,Singapore,293 ms,4085 kB/s
8.218.8.142,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4081 kB/s
47.236.9.152,80,false,SIN,Asia Pacific,Singapore,275 ms,4081 kB/s
47.237.86.185,2082,false,SIN,Asia Pacific,Singapore,284 ms,4079 kB/s
8.219.237.250,2086,false,SIN,Asia Pacific,Singapore,301 ms,4078 kB/s
8.219.42.72,2086,false,SIN,Asia Pacific,Singapore,304 ms,4077 kB/s
8.219.124.227,2052,false,SIN,Asia Pacific,Singapore,300 ms,4077 kB/s
8.210.245.224,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,4075 kB/s
8.218.18.132,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,4073 kB/s
47.237.86.185,8880,false,SIN,Asia Pacific,Singapore,281 ms,4072 kB/s
8.218.207.169,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,4072 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,290 ms,4069 kB/s
8.222.134.170,8080,false,SIN,Asia Pacific,Singapore,296 ms,4065 kB/s
8.219.106.156,2086,false,SIN,Asia Pacific,Singapore,295 ms,4062 kB/s
47.237.95.13,80,false,SIN,Asia Pacific,Singapore,298 ms,4062 kB/s
47.238.40.58,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,4061 kB/s
8.219.170.232,8080,false,SIN,Asia Pacific,Singapore,280 ms,4061 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,286 ms,4061 kB/s
47.236.83.239,2052,false,SIN,Asia Pacific,Singapore,307 ms,4059 kB/s
47.237.121.38,8080,false,SIN,Asia Pacific,Singapore,292 ms,4059 kB/s
8.219.174.213,8880,false,SIN,Asia Pacific,Singapore,301 ms,4059 kB/s
8.222.167.147,80,false,SIN,Asia Pacific,Singapore,279 ms,4058 kB/s
8.210.42.171,8880,false,HKG,Asia Pacific,Hong Kong,76 ms,4055 kB/s
8.219.66.156,2052,false,NRT,Asia Pacific,Tokyo,383 ms,4055 kB/s
8.222.164.209,80,false,SIN,Asia Pacific,Singapore,280 ms,4052 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,299 ms,4051 kB/s
8.218.22.210,80,false,HKG,Asia Pacific,Hong Kong,61 ms,4048 kB/s
47.236.97.90,2086,false,SIN,Asia Pacific,Singapore,286 ms,4043 kB/s
47.245.126.151,2095,false,SIN,Asia Pacific,Singapore,314 ms,4043 kB/s
8.218.142.253,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,4043 kB/s
47.236.168.17,80,false,SIN,Asia Pacific,Singapore,302 ms,4043 kB/s
8.218.65.171,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,4040 kB/s
8.219.174.142,2095,false,SIN,Asia Pacific,Singapore,277 ms,4040 kB/s
47.236.125.62,2086,false,NRT,Asia Pacific,Tokyo,372 ms,4039 kB/s
8.219.191.110,8080,false,SIN,Asia Pacific,Singapore,281 ms,4039 kB/s
47.236.169.15,2082,false,SIN,Asia Pacific,Singapore,302 ms,4039 kB/s
47.76.227.128,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4036 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,295 ms,4032 kB/s
47.236.121.23,80,false,SIN,Asia Pacific,Singapore,287 ms,4027 kB/s
8.219.229.190,2086,false,SIN,Asia Pacific,Singapore,297 ms,4027 kB/s
8.218.11.90,80,false,HKG,Asia Pacific,Hong Kong,55 ms,4027 kB/s
47.237.82.15,8080,false,SIN,Asia Pacific,Singapore,307 ms,4027 kB/s
8.219.83.71,8080,false,SIN,Asia Pacific,Singapore,305 ms,4025 kB/s
47.245.118.70,2095,false,SIN,Asia Pacific,Singapore,312 ms,4024 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,296 ms,4023 kB/s
47.242.59.216,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,4021 kB/s
47.242.119.104,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,4019 kB/s
47.237.94.140,8880,false,SIN,Asia Pacific,Singapore,294 ms,4017 kB/s
47.236.205.188,2086,false,SIN,Asia Pacific,Singapore,292 ms,4016 kB/s
8.219.209.14,2086,false,SIN,Asia Pacific,Singapore,299 ms,4015 kB/s
8.219.51.211,80,false,SIN,Asia Pacific,Singapore,293 ms,4013 kB/s
8.219.100.168,8080,false,SIN,Asia Pacific,Singapore,281 ms,4012 kB/s
8.210.101.157,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,4011 kB/s
47.238.40.58,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,4007 kB/s
8.219.194.170,80,false,SIN,Asia Pacific,Singapore,295 ms,4005 kB/s
8.219.1.92,2052,false,SIN,Asia Pacific,Singapore,286 ms,4001 kB/s
8.218.22.210,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,3999 kB/s
47.236.166.131,2082,false,SIN,Asia Pacific,Singapore,291 ms,3999 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,309 ms,3997 kB/s
47.237.84.173,2095,false,SIN,Asia Pacific,Singapore,279 ms,3997 kB/s
8.219.111.175,8880,false,SIN,Asia Pacific,Singapore,297 ms,3991 kB/s
47.243.91.58,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,3990 kB/s
8.219.174.142,2082,false,SIN,Asia Pacific,Singapore,276 ms,3987 kB/s
8.222.134.170,8880,false,SIN,Asia Pacific,Singapore,295 ms,3984 kB/s
47.237.84.173,2086,false,SIN,Asia Pacific,Singapore,288 ms,3984 kB/s
8.217.159.210,80,false,HKG,Asia Pacific,Hong Kong,59 ms,3979 kB/s
8.218.3.198,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,3979 kB/s
8.222.193.65,2086,false,SIN,Asia Pacific,Singapore,299 ms,3977 kB/s
47.236.144.208,8080,false,SIN,Asia Pacific,Singapore,298 ms,3976 kB/s
47.242.7.162,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,3976 kB/s
8.210.55.134,2052,false,HKG,Asia Pacific,Hong Kong,70 ms,3972 kB/s
47.236.172.71,2052,false,SIN,Asia Pacific,Singapore,290 ms,3968 kB/s
8.219.100.168,80,false,SIN,Asia Pacific,Singapore,298 ms,3964 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,291 ms,3964 kB/s
8.218.155.238,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,3963 kB/s
8.219.4.122,2095,false,SIN,Asia Pacific,Singapore,288 ms,3961 kB/s
8.219.200.145,80,false,SIN,Asia Pacific,Singapore,291 ms,3960 kB/s
8.219.153.237,2095,false,NRT,Asia Pacific,Tokyo,383 ms,3960 kB/s
8.222.165.117,2082,false,SIN,Asia Pacific,Singapore,287 ms,3954 kB/s
47.76.227.128,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,3954 kB/s
47.245.114.163,2095,false,SIN,Asia Pacific,Singapore,296 ms,3953 kB/s
8.219.161.129,80,false,SIN,Asia Pacific,Singapore,308 ms,3951 kB/s
8.210.9.129,80,false,HKG,Asia Pacific,Hong Kong,65 ms,3951 kB/s
8.222.165.117,2095,false,SIN,Asia Pacific,Singapore,295 ms,3946 kB/s
8.219.199.220,2086,false,SIN,Asia Pacific,Singapore,284 ms,3943 kB/s
8.219.200.145,8080,false,SIN,Asia Pacific,Singapore,304 ms,3942 kB/s
8.210.146.108,80,false,HKG,Asia Pacific,Hong Kong,54 ms,3942 kB/s
8.217.232.246,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,3941 kB/s
47.236.189.92,2095,false,SIN,Asia Pacific,Singapore,295 ms,3939 kB/s
47.243.234.9,80,false,HKG,Asia Pacific,Hong Kong,56 ms,3937 kB/s
47.237.94.140,2052,false,SIN,Asia Pacific,Singapore,285 ms,3936 kB/s
47.243.18.199,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,3934 kB/s
8.219.66.156,8880,false,NRT,Asia Pacific,Tokyo,361 ms,3930 kB/s
47.236.83.239,8880,false,SIN,Asia Pacific,Singapore,299 ms,3924 kB/s
47.245.126.151,8880,false,SIN,Asia Pacific,Singapore,310 ms,3924 kB/s
47.236.97.90,8080,false,SIN,Asia Pacific,Singapore,283 ms,3923 kB/s
47.236.150.13,8880,false,SIN,Asia Pacific,Singapore,287 ms,3921 kB/s
8.222.165.117,2086,false,SIN,Asia Pacific,Singapore,292 ms,3919 kB/s
8.210.48.107,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,3918 kB/s
47.236.87.246,8080,false,SIN,Asia Pacific,Singapore,294 ms,3917 kB/s
8.218.178.79,2052,false,HKG,Asia Pacific,Hong Kong,68 ms,3917 kB/s
47.237.84.173,2052,false,SIN,Asia Pacific,Singapore,284 ms,3914 kB/s
8.222.156.242,80,false,SIN,Asia Pacific,Singapore,281 ms,3914 kB/s
8.222.167.147,2082,false,SIN,Asia Pacific,Singapore,300 ms,3908 kB/s
47.237.14.220,2082,false,SIN,Asia Pacific,Singapore,304 ms,3905 kB/s
8.218.211.17,80,false,HKG,Asia Pacific,Hong Kong,60 ms,3902 kB/s
8.219.174.213,80,false,SIN,Asia Pacific,Singapore,299 ms,3902 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,294 ms,3902 kB/s
47.245.96.80,80,false,SIN,Asia Pacific,Singapore,307 ms,3900 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,305 ms,3896 kB/s
47.236.165.25,2086,false,SIN,Asia Pacific,Singapore,302 ms,3894 kB/s
8.218.122.55,80,false,HKG,Asia Pacific,Hong Kong,67 ms,3894 kB/s
8.218.48.92,80,false,HKG,Asia Pacific,Hong Kong,67 ms,3891 kB/s
47.237.86.185,2095,false,SIN,Asia Pacific,Singapore,293 ms,3888 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,301 ms,3888 kB/s
8.218.65.237,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,3884 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,302 ms,3883 kB/s
47.236.144.156,8880,false,SIN,Asia Pacific,Singapore,279 ms,3883 kB/s
8.222.134.170,2082,false,SIN,Asia Pacific,Singapore,288 ms,3880 kB/s
47.236.232.148,8080,false,SIN,Asia Pacific,Singapore,297 ms,3878 kB/s
8.222.160.176,8880,false,SIN,Asia Pacific,Singapore,283 ms,3876 kB/s
8.222.184.198,2086,false,SIN,Asia Pacific,Singapore,277 ms,3870 kB/s
8.218.146.204,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,3869 kB/s
8.222.144.50,8080,false,SIN,Asia Pacific,Singapore,300 ms,3868 kB/s
47.236.164.215,2086,false,SIN,Asia Pacific,Singapore,280 ms,3864 kB/s
47.236.170.225,2095,false,SIN,Asia Pacific,Singapore,304 ms,3864 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,282 ms,3864 kB/s
8.222.183.242,2052,false,SIN,Asia Pacific,Singapore,278 ms,3863 kB/s
8.222.164.209,8080,false,SIN,Asia Pacific,Singapore,285 ms,3860 kB/s
8.219.11.158,8880,false,SIN,Asia Pacific,Singapore,292 ms,3857 kB/s
8.222.165.117,8880,false,SIN,Asia Pacific,Singapore,290 ms,3857 kB/s
8.219.60.54,80,false,SIN,Asia Pacific,Singapore,295 ms,3856 kB/s
8.217.145.40,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,3853 kB/s
47.236.237.90,8080,false,SIN,Asia Pacific,Singapore,296 ms,3852 kB/s
47.236.5.223,2052,false,SIN,Asia Pacific,Singapore,289 ms,3850 kB/s
47.76.225.255,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,3850 kB/s
8.217.66.3,80,false,HKG,Asia Pacific,Hong Kong,64 ms,3847 kB/s
47.237.95.140,2082,false,SIN,Asia Pacific,Singapore,280 ms,3846 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,275 ms,3844 kB/s
47.237.84.173,8880,false,SIN,Asia Pacific,Singapore,294 ms,3844 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,302 ms,3841 kB/s
47.236.150.13,80,false,SIN,Asia Pacific,Singapore,290 ms,3841 kB/s
8.222.179.231,8080,false,SIN,Asia Pacific,Singapore,296 ms,3841 kB/s
47.236.87.246,80,false,SIN,Asia Pacific,Singapore,290 ms,3840 kB/s
47.236.254.120,2082,false,SIN,Asia Pacific,Singapore,289 ms,3839 kB/s
8.219.99.169,2052,false,SIN,Asia Pacific,Singapore,286 ms,3837 kB/s
8.217.159.210,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,3836 kB/s
8.210.107.246,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,3834 kB/s
47.236.75.152,2052,false,SIN,Asia Pacific,Singapore,285 ms,3833 kB/s
8.219.42.72,8080,false,SIN,Asia Pacific,Singapore,291 ms,3831 kB/s
47.236.172.95,2052,false,SIN,Asia Pacific,Singapore,293 ms,3831 kB/s
8.219.170.232,2082,false,SIN,Asia Pacific,Singapore,287 ms,3830 kB/s
47.236.172.95,2095,false,SIN,Asia Pacific,Singapore,304 ms,3827 kB/s
8.218.174.118,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,3826 kB/s
47.242.176.237,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,3822 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,301 ms,3822 kB/s
47.236.232.148,2086,false,SIN,Asia Pacific,Singapore,299 ms,3814 kB/s
47.236.171.205,8080,false,SIN,Asia Pacific,Singapore,298 ms,3810 kB/s
8.218.11.90,2086,false,HKG,Asia Pacific,Hong Kong,54 ms,3809 kB/s
8.219.106.156,2082,false,SIN,Asia Pacific,Singapore,282 ms,3808 kB/s
8.219.98.13,80,false,SIN,Asia Pacific,Singapore,285 ms,3808 kB/s
8.218.188.129,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,3806 kB/s
47.236.169.15,80,false,SIN,Asia Pacific,Singapore,308 ms,3803 kB/s
47.236.232.148,2052,false,SIN,Asia Pacific,Singapore,294 ms,3800 kB/s
8.219.153.237,2086,false,NRT,Asia Pacific,Tokyo,380 ms,3798 kB/s
47.237.83.20,8080,false,SIN,Asia Pacific,Singapore,286 ms,3797 kB/s
8.222.156.242,8080,false,SIN,Asia Pacific,Singapore,306 ms,3797 kB/s
8.210.3.24,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,3791 kB/s
47.237.82.15,8880,false,SIN,Asia Pacific,Singapore,310 ms,3788 kB/s
47.237.0.31,2082,false,SIN,Asia Pacific,Singapore,280 ms,3784 kB/s
47.237.83.20,80,false,SIN,Asia Pacific,Singapore,302 ms,3783 kB/s
47.237.83.20,2052,false,SIN,Asia Pacific,Singapore,293 ms,3782 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,275 ms,3775 kB/s
8.219.198.139,2086,false,SIN,Asia Pacific,Singapore,294 ms,3775 kB/s
47.236.17.193,2052,false,SIN,Asia Pacific,Singapore,282 ms,3769 kB/s
8.222.156.242,2082,false,SIN,Asia Pacific,Singapore,289 ms,3768 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,285 ms,3767 kB/s
47.236.118.216,2082,false,SIN,Asia Pacific,Singapore,283 ms,3766 kB/s
47.237.82.15,2095,false,SIN,Asia Pacific,Singapore,293 ms,3763 kB/s
8.217.72.0,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,3759 kB/s
8.219.4.122,80,false,SIN,Asia Pacific,Singapore,283 ms,3757 kB/s
47.237.95.13,2052,false,SIN,Asia Pacific,Singapore,299 ms,3755 kB/s
47.237.81.112,8080,false,SIN,Asia Pacific,Singapore,304 ms,3754 kB/s
8.219.201.245,2086,false,SIN,Asia Pacific,Singapore,284 ms,3753 kB/s
8.219.100.168,2052,false,SIN,Asia Pacific,Singapore,305 ms,3752 kB/s
8.222.183.242,2086,false,SIN,Asia Pacific,Singapore,280 ms,3741 kB/s
8.218.174.118,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,3740 kB/s
47.236.169.164,80,false,SIN,Asia Pacific,Singapore,303 ms,3739 kB/s
8.222.191.138,2095,false,SIN,Asia Pacific,Singapore,305 ms,3736 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,292 ms,3735 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,287 ms,3732 kB/s
8.210.48.107,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,3730 kB/s
8.222.215.228,8080,false,SIN,Asia Pacific,Singapore,285 ms,3726 kB/s
47.236.170.225,2082,false,SIN,Asia Pacific,Singapore,303 ms,3723 kB/s
8.222.165.117,80,false,SIN,Asia Pacific,Singapore,279 ms,3721 kB/s
8.210.119.11,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,3721 kB/s
8.219.222.98,2052,false,SIN,Asia Pacific,Singapore,301 ms,3719 kB/s
47.242.59.216,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,3718 kB/s
8.219.174.213,2095,false,SIN,Asia Pacific,Singapore,285 ms,3714 kB/s
47.236.146.249,2082,false,SIN,Asia Pacific,Singapore,277 ms,3713 kB/s
8.210.119.11,8880,false,HKG,Asia Pacific,Hong Kong,55 ms,3711 kB/s
47.236.254.120,80,false,SIN,Asia Pacific,Singapore,300 ms,3710 kB/s
47.236.75.113,2082,false,SIN,Asia Pacific,Singapore,283 ms,3709 kB/s
47.236.80.110,8880,false,SIN,Asia Pacific,Singapore,300 ms,3706 kB/s
47.236.180.24,2082,false,SIN,Asia Pacific,Singapore,286 ms,3700 kB/s
8.219.222.98,8880,false,SIN,Asia Pacific,Singapore,295 ms,3700 kB/s
47.236.10.100,2095,false,SIN,Asia Pacific,Singapore,293 ms,3699 kB/s
8.219.198.139,2052,false,SIN,Asia Pacific,Singapore,289 ms,3697 kB/s
8.219.177.205,80,false,SIN,Asia Pacific,Singapore,281 ms,3696 kB/s
47.243.203.119,2082,false,HKG,Asia Pacific,Hong Kong,69 ms,3695 kB/s
8.222.187.4,8080,false,SIN,Asia Pacific,Singapore,295 ms,3694 kB/s
8.222.162.45,8880,false,SIN,Asia Pacific,Singapore,294 ms,3687 kB/s
47.236.145.85,8880,false,SIN,Asia Pacific,Singapore,296 ms,3687 kB/s
8.218.126.53,80,false,HKG,Asia Pacific,Hong Kong,65 ms,3679 kB/s
47.236.83.239,2086,false,SIN,Asia Pacific,Singapore,281 ms,3677 kB/s
47.236.5.223,2086,false,SIN,Asia Pacific,Singapore,283 ms,3677 kB/s
47.245.114.163,2052,false,SIN,Asia Pacific,Singapore,312 ms,3676 kB/s
8.218.173.78,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,3674 kB/s
8.219.201.245,2052,false,SIN,Asia Pacific,Singapore,296 ms,3674 kB/s
8.219.124.227,2095,false,SIN,Asia Pacific,Singapore,292 ms,3674 kB/s
8.219.67.133,8080,false,SIN,Asia Pacific,Singapore,290 ms,3671 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,298 ms,3670 kB/s
8.210.245.224,80,false,HKG,Asia Pacific,Hong Kong,60 ms,3670 kB/s
47.243.42.219,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,3668 kB/s
47.245.96.80,8880,false,SIN,Asia Pacific,Singapore,297 ms,3667 kB/s
8.219.199.220,2052,false,SIN,Asia Pacific,Singapore,292 ms,3665 kB/s
47.76.203.101,2095,false,HKG,Asia Pacific,Hong Kong,56 ms,3660 kB/s
8.219.222.98,2095,false,SIN,Asia Pacific,Singapore,294 ms,3659 kB/s
47.237.82.15,2082,false,SIN,Asia Pacific,Singapore,301 ms,3655 kB/s
8.222.181.117,80,false,SIN,Asia Pacific,Singapore,287 ms,3655 kB/s
47.242.42.153,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,3649 kB/s
8.218.146.204,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,3648 kB/s
47.236.166.131,2095,false,SIN,Asia Pacific,Singapore,305 ms,3646 kB/s
8.222.167.147,2095,false,SIN,Asia Pacific,Singapore,292 ms,3641 kB/s
8.210.34.188,2082,false,HKG,Asia Pacific,Hong Kong,70 ms,3639 kB/s
8.218.18.235,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,3631 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,284 ms,3629 kB/s
47.242.234.127,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,3629 kB/s
47.237.121.38,2095,false,SIN,Asia Pacific,Singapore,302 ms,3626 kB/s
8.219.209.14,80,false,SIN,Asia Pacific,Singapore,302 ms,3625 kB/s
47.237.86.185,2086,false,SIN,Asia Pacific,Singapore,300 ms,3625 kB/s
8.210.34.188,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,3623 kB/s
47.242.171.94,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,3623 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,299 ms,3615 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,284 ms,3615 kB/s
47.236.171.205,2082,false,SIN,Asia Pacific,Singapore,285 ms,3615 kB/s
47.236.104.11,2052,false,SIN,Asia Pacific,Singapore,281 ms,3611 kB/s
47.236.180.24,2052,false,SIN,Asia Pacific,Singapore,291 ms,3611 kB/s
8.219.237.250,8880,false,SIN,Asia Pacific,Singapore,291 ms,3609 kB/s
8.218.142.253,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,3605 kB/s
8.222.237.131,80,false,SIN,Asia Pacific,Singapore,291 ms,3604 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,284 ms,3601 kB/s
47.237.95.146,2086,false,SIN,Asia Pacific,Singapore,300 ms,3601 kB/s
8.217.127.73,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,3596 kB/s
8.219.11.158,2086,false,SIN,Asia Pacific,Singapore,279 ms,3588 kB/s
8.218.222.36,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,3584 kB/s
47.236.9.152,8880,false,SIN,Asia Pacific,Singapore,288 ms,3581 kB/s
47.236.189.92,2082,false,SIN,Asia Pacific,Singapore,296 ms,3577 kB/s
8.222.181.117,8880,false,SIN,Asia Pacific,Singapore,297 ms,3573 kB/s
8.219.199.220,8880,false,SIN,Asia Pacific,Singapore,294 ms,3573 kB/s
47.236.169.164,8880,false,SIN,Asia Pacific,Singapore,302 ms,3573 kB/s
8.219.222.98,8080,false,SIN,Asia Pacific,Singapore,281 ms,3571 kB/s
47.236.232.148,80,false,SIN,Asia Pacific,Singapore,283 ms,3570 kB/s
8.219.153.237,8880,false,NRT,Asia Pacific,Tokyo,374 ms,3567 kB/s
8.217.147.230,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,3567 kB/s
8.210.245.224,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,3565 kB/s
47.237.92.26,8880,false,SIN,Asia Pacific,Singapore,296 ms,3562 kB/s
47.236.189.92,80,false,SIN,Asia Pacific,Singapore,279 ms,3559 kB/s
47.236.144.208,8880,false,SIN,Asia Pacific,Singapore,299 ms,3555 kB/s
47.236.168.17,2095,false,SIN,Asia Pacific,Singapore,295 ms,3553 kB/s
8.210.39.96,80,false,HKG,Asia Pacific,Hong Kong,57 ms,3552 kB/s
47.236.169.141,8080,false,SIN,Asia Pacific,Singapore,281 ms,3550 kB/s
8.219.99.169,2082,false,SIN,Asia Pacific,Singapore,284 ms,3544 kB/s
47.236.172.95,2086,false,SIN,Asia Pacific,Singapore,294 ms,3541 kB/s
8.222.249.190,2095,false,SIN,Asia Pacific,Singapore,306 ms,3539 kB/s
47.243.183.127,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,3538 kB/s
8.219.50.180,2095,false,SIN,Asia Pacific,Singapore,303 ms,3536 kB/s
47.236.75.113,2052,false,SIN,Asia Pacific,Singapore,284 ms,3531 kB/s
47.76.29.115,80,false,HKG,Asia Pacific,Hong Kong,62 ms,3529 kB/s
47.238.6.58,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,3528 kB/s
47.237.8.82,80,false,SIN,Asia Pacific,Singapore,294 ms,3526 kB/s
8.222.184.198,2082,false,SIN,Asia Pacific,Singapore,275 ms,3525 kB/s
47.243.107.148,2082,false,HKG,Asia Pacific,Hong Kong,71 ms,3522 kB/s
47.242.36.78,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,3522 kB/s
8.218.81.14,2086,false,HKG,Asia Pacific,Hong Kong,55 ms,3517 kB/s
47.236.117.48,8880,false,SIN,Asia Pacific,Singapore,298 ms,3516 kB/s
47.243.173.187,2095,false,HKG,Asia Pacific,Hong Kong,75 ms,3515 kB/s
8.219.229.190,2095,false,SIN,Asia Pacific,Singapore,297 ms,3514 kB/s
47.242.171.94,80,false,HKG,Asia Pacific,Hong Kong,62 ms,3512 kB/s
8.217.145.40,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,3507 kB/s
47.236.232.148,2082,false,SIN,Asia Pacific,Singapore,280 ms,3506 kB/s
8.219.42.72,8880,false,SIN,Asia Pacific,Singapore,286 ms,3505 kB/s
47.237.100.206,8080,false,SIN,Asia Pacific,Singapore,280 ms,3503 kB/s
8.219.174.213,2052,false,SIN,Asia Pacific,Singapore,301 ms,3498 kB/s
47.237.81.112,80,false,SIN,Asia Pacific,Singapore,307 ms,3497 kB/s
8.218.11.90,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,3496 kB/s
8.218.2.181,2082,false,HKG,Asia Pacific,Hong Kong,56 ms,3494 kB/s
47.236.180.24,2095,false,SIN,Asia Pacific,Singapore,300 ms,3491 kB/s
8.222.137.192,80,false,SIN,Asia Pacific,Singapore,302 ms,3490 kB/s
47.236.202.91,8880,false,SIN,Asia Pacific,Singapore,294 ms,3489 kB/s
47.243.74.220,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,3489 kB/s
8.219.153.237,2082,false,NRT,Asia Pacific,Tokyo,366 ms,3486 kB/s
8.219.200.145,2082,false,SIN,Asia Pacific,Singapore,300 ms,3484 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,275 ms,3484 kB/s
47.236.171.205,8880,false,SIN,Asia Pacific,Singapore,287 ms,3481 kB/s
8.217.91.121,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,3480 kB/s
8.222.144.50,2052,false,SIN,Asia Pacific,Singapore,304 ms,3479 kB/s
8.210.175.109,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,3477 kB/s
47.236.172.95,2082,false,SIN,Asia Pacific,Singapore,304 ms,3475 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,293 ms,3472 kB/s
47.236.80.110,2095,false,SIN,Asia Pacific,Singapore,279 ms,3463 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,306 ms,3462 kB/s
8.217.248.220,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,3461 kB/s
47.236.180.51,8880,false,SIN,Asia Pacific,Singapore,284 ms,3461 kB/s
