IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.242.36.78,8080,false,HKG,Asia Pacific,Hong Kong,71 ms,2898 kB/s
8.219.49.65,8080,false,SIN,Asia Pacific,Singapore,294 ms,2895 kB/s
47.236.75.113,2095,false,SIN,Asia Pacific,Singapore,285 ms,2895 kB/s
47.236.130.95,8880,false,SIN,Asia Pacific,Singapore,286 ms,2894 kB/s
8.222.181.117,80,false,SIN,Asia Pacific,Singapore,290 ms,2891 kB/s
47.236.144.156,2086,false,SIN,Asia Pacific,Singapore,287 ms,2888 kB/s
8.222.134.170,2095,false,SIN,Asia Pacific,Singapore,280 ms,2887 kB/s
47.236.202.91,8880,false,SIN,Asia Pacific,Singapore,282 ms,2875 kB/s
8.219.99.169,8080,false,SIN,Asia Pacific,Singapore,283 ms,2875 kB/s
8.218.18.132,2086,false,HKG,Asia Pacific,Hong Kong,70 ms,2856 kB/s
47.236.174.206,2086,false,SIN,Asia Pacific,Singapore,288 ms,2848 kB/s
8.218.126.53,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,2848 kB/s
47.237.8.82,8880,false,SIN,Asia Pacific,Singapore,283 ms,2845 kB/s
8.219.126.240,2082,false,SIN,Asia Pacific,Singapore,298 ms,2842 kB/s
47.237.11.182,80,false,SIN,Asia Pacific,Singapore,302 ms,2839 kB/s
47.236.164.215,8080,false,SIN,Asia Pacific,Singapore,294 ms,2838 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,301 ms,2838 kB/s
8.222.134.170,2052,false,SIN,Asia Pacific,Singapore,306 ms,2837 kB/s
8.218.3.198,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,2836 kB/s
47.243.90.180,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,2835 kB/s
47.236.169.164,2052,false,SIN,Asia Pacific,Singapore,283 ms,2830 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,282 ms,2828 kB/s
47.76.178.146,2082,false,HKG,Asia Pacific,Hong Kong,89 ms,2827 kB/s
8.219.153.237,8080,false,NRT,Asia Pacific,Tokyo,375 ms,2827 kB/s
47.236.75.113,80,false,SIN,Asia Pacific,Singapore,284 ms,2823 kB/s
8.222.193.65,8080,false,SIN,Asia Pacific,Singapore,304 ms,2820 kB/s
47.245.118.70,2052,false,SIN,Asia Pacific,Singapore,318 ms,2818 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,301 ms,2818 kB/s
8.219.42.72,8080,false,SIN,Asia Pacific,Singapore,306 ms,2816 kB/s
8.219.153.237,80,false,NRT,Asia Pacific,Tokyo,356 ms,2815 kB/s
8.219.83.71,2086,false,SIN,Asia Pacific,Singapore,301 ms,2814 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,277 ms,2813 kB/s
8.219.66.156,8080,false,NRT,Asia Pacific,Tokyo,360 ms,2813 kB/s
47.237.84.173,2086,false,SIN,Asia Pacific,Singapore,284 ms,2811 kB/s
8.219.189.143,2082,false,SIN,Asia Pacific,Singapore,286 ms,2801 kB/s
8.219.1.92,8080,false,SIN,Asia Pacific,Singapore,281 ms,2797 kB/s
47.236.5.223,2082,false,SIN,Asia Pacific,Singapore,312 ms,2792 kB/s
47.236.80.110,2052,false,SIN,Asia Pacific,Singapore,302 ms,2789 kB/s
8.222.134.170,2086,false,SIN,Asia Pacific,Singapore,280 ms,2782 kB/s
8.219.199.220,2052,false,SIN,Asia Pacific,Singapore,308 ms,2778 kB/s
8.219.198.139,8880,false,SIN,Asia Pacific,Singapore,301 ms,2778 kB/s
8.222.208.38,8080,false,SIN,Asia Pacific,Singapore,282 ms,2775 kB/s
8.217.207.60,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,2773 kB/s
47.237.82.15,80,false,SIN,Asia Pacific,Singapore,279 ms,2773 kB/s
8.217.50.252,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,2767 kB/s
8.222.181.117,2086,false,SIN,Asia Pacific,Singapore,297 ms,2767 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,304 ms,2765 kB/s
8.219.4.122,2052,false,SIN,Asia Pacific,Singapore,293 ms,2765 kB/s
8.218.174.118,80,false,HKG,Asia Pacific,Hong Kong,61 ms,2762 kB/s
47.90.141.204,80,false,LAX,North America,Los Angeles,252 ms,2751 kB/s
8.222.136.247,2095,false,SIN,Asia Pacific,Singapore,280 ms,2751 kB/s
8.219.194.170,2095,false,SIN,Asia Pacific,Singapore,285 ms,2747 kB/s
47.236.168.17,8880,false,SIN,Asia Pacific,Singapore,310 ms,2743 kB/s
47.242.232.14,2082,false,HKG,Asia Pacific,Hong Kong,69 ms,2741 kB/s
8.219.114.201,8080,false,SIN,Asia Pacific,Singapore,292 ms,2741 kB/s
47.237.83.20,2052,false,SIN,Asia Pacific,Singapore,300 ms,2725 kB/s
47.237.121.38,2082,false,SIN,Asia Pacific,Singapore,289 ms,2722 kB/s
8.219.210.64,8880,false,SIN,Asia Pacific,Singapore,296 ms,2722 kB/s
8.217.193.25,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,2720 kB/s
8.217.248.220,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,2720 kB/s
47.237.82.15,2095,false,SIN,Asia Pacific,Singapore,306 ms,2720 kB/s
47.237.95.156,2086,false,SIN,Asia Pacific,Singapore,301 ms,2719 kB/s
8.217.49.34,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,2716 kB/s
47.76.37.57,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,2708 kB/s
47.237.84.173,8880,false,SIN,Asia Pacific,Singapore,306 ms,2708 kB/s
8.222.179.231,2082,false,SIN,Asia Pacific,Singapore,285 ms,2707 kB/s
47.236.169.15,80,false,SIN,Asia Pacific,Singapore,303 ms,2705 kB/s
8.222.215.228,2095,false,SIN,Asia Pacific,Singapore,302 ms,2704 kB/s
8.222.137.192,8080,false,SIN,Asia Pacific,Singapore,281 ms,2697 kB/s
8.219.66.156,2052,false,NRT,Asia Pacific,Tokyo,381 ms,2697 kB/s
8.217.239.116,80,false,HKG,Asia Pacific,Hong Kong,63 ms,2664 kB/s
8.219.177.205,8080,false,SIN,Asia Pacific,Singapore,301 ms,2663 kB/s
8.218.146.204,80,false,HKG,Asia Pacific,Hong Kong,57 ms,2661 kB/s
47.236.189.92,8880,false,SIN,Asia Pacific,Singapore,299 ms,2653 kB/s
8.218.222.36,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,2642 kB/s
8.222.215.228,80,false,SIN,Asia Pacific,Singapore,304 ms,2641 kB/s
8.222.137.192,2086,false,SIN,Asia Pacific,Singapore,307 ms,2641 kB/s
8.222.208.38,8880,false,SIN,Asia Pacific,Singapore,296 ms,2639 kB/s
47.236.237.90,8880,false,SIN,Asia Pacific,Singapore,297 ms,2634 kB/s
8.217.250.5,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,2633 kB/s
8.222.193.65,2082,false,SIN,Asia Pacific,Singapore,309 ms,2627 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,294 ms,2622 kB/s
47.237.95.13,8880,false,SIN,Asia Pacific,Singapore,288 ms,2621 kB/s
47.243.60.150,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,2619 kB/s
8.219.191.110,2095,false,SIN,Asia Pacific,Singapore,302 ms,2619 kB/s
8.222.134.170,8880,false,SIN,Asia Pacific,Singapore,285 ms,2618 kB/s
47.237.94.140,2086,false,SIN,Asia Pacific,Singapore,294 ms,2598 kB/s
8.219.67.133,8880,false,SIN,Asia Pacific,Singapore,281 ms,2597 kB/s
8.217.193.25,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,2596 kB/s
8.222.214.231,80,false,SIN,Asia Pacific,Singapore,285 ms,2589 kB/s
8.219.67.133,2052,false,SIN,Asia Pacific,Singapore,301 ms,2581 kB/s
8.219.209.14,80,false,SIN,Asia Pacific,Singapore,303 ms,2572 kB/s
8.219.0.162,80,false,SIN,Asia Pacific,Singapore,284 ms,2572 kB/s
8.218.173.78,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,2571 kB/s
47.237.95.140,2095,false,SIN,Asia Pacific,Singapore,285 ms,2567 kB/s
47.237.11.182,8880,false,SIN,Asia Pacific,Singapore,281 ms,2563 kB/s
8.222.150.197,80,false,SIN,Asia Pacific,Singapore,298 ms,2560 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,287 ms,2560 kB/s
8.219.170.232,2095,false,SIN,Asia Pacific,Singapore,297 ms,2559 kB/s
8.222.191.138,2082,false,SIN,Asia Pacific,Singapore,281 ms,2557 kB/s
8.222.214.231,2052,false,SIN,Asia Pacific,Singapore,305 ms,2545 kB/s
47.236.202.91,2086,false,SIN,Asia Pacific,Singapore,283 ms,2542 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,282 ms,2539 kB/s
47.237.11.182,2082,false,SIN,Asia Pacific,Singapore,283 ms,2536 kB/s
47.237.82.15,8080,false,SIN,Asia Pacific,Singapore,309 ms,2529 kB/s
8.222.134.170,80,false,SIN,Asia Pacific,Singapore,282 ms,2528 kB/s
47.243.74.220,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,2515 kB/s
8.217.221.165,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,2515 kB/s
47.236.80.110,2082,false,SIN,Asia Pacific,Singapore,295 ms,2510 kB/s
47.237.83.20,2082,false,SIN,Asia Pacific,Singapore,297 ms,2508 kB/s
8.219.191.110,80,false,SIN,Asia Pacific,Singapore,281 ms,2506 kB/s
47.245.105.224,80,false,SIN,Asia Pacific,Singapore,314 ms,2499 kB/s
47.237.86.185,2082,false,SIN,Asia Pacific,Singapore,288 ms,2498 kB/s
47.237.8.82,2052,false,SIN,Asia Pacific,Singapore,283 ms,2492 kB/s
47.245.105.224,2095,false,SIN,Asia Pacific,Singapore,307 ms,2489 kB/s
8.210.100.23,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,2487 kB/s
8.219.189.143,8080,false,SIN,Asia Pacific,Singapore,296 ms,2484 kB/s
47.236.180.24,2052,false,SIN,Asia Pacific,Singapore,305 ms,2482 kB/s
47.237.95.140,8080,false,SIN,Asia Pacific,Singapore,300 ms,2461 kB/s
8.210.63.130,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,2446 kB/s
47.237.86.185,2095,false,SIN,Asia Pacific,Singapore,292 ms,2441 kB/s
8.219.0.162,8080,false,SIN,Asia Pacific,Singapore,281 ms,2432 kB/s
47.242.174.27,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,2430 kB/s
8.219.174.142,8080,false,SIN,Asia Pacific,Singapore,281 ms,2421 kB/s
47.237.11.182,2095,false,SIN,Asia Pacific,Singapore,283 ms,2421 kB/s
47.236.9.152,8880,false,SIN,Asia Pacific,Singapore,297 ms,2418 kB/s
8.219.220.88,80,false,SIN,Asia Pacific,Singapore,297 ms,2417 kB/s
47.76.146.1,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,2415 kB/s
8.219.194.170,80,false,SIN,Asia Pacific,Singapore,281 ms,2408 kB/s
8.219.174.213,80,false,SIN,Asia Pacific,Singapore,291 ms,2407 kB/s
47.236.164.215,2095,false,SIN,Asia Pacific,Singapore,295 ms,2399 kB/s
8.219.67.133,8080,false,SIN,Asia Pacific,Singapore,305 ms,2394 kB/s
47.238.5.0,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,2389 kB/s
47.236.75.152,2082,false,SIN,Asia Pacific,Singapore,304 ms,2370 kB/s
47.236.180.24,2082,false,SIN,Asia Pacific,Singapore,302 ms,2354 kB/s
47.237.121.38,8880,false,SIN,Asia Pacific,Singapore,308 ms,2352 kB/s
8.219.191.40,2095,false,SIN,Asia Pacific,Singapore,298 ms,2349 kB/s
47.76.178.146,2086,false,HKG,Asia Pacific,Hong Kong,89 ms,2343 kB/s
47.243.74.220,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,2341 kB/s
47.237.95.140,8880,false,SIN,Asia Pacific,Singapore,298 ms,2338 kB/s
47.237.100.206,2052,false,SIN,Asia Pacific,Singapore,285 ms,2324 kB/s
47.236.75.152,2052,false,SIN,Asia Pacific,Singapore,284 ms,2323 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,287 ms,2313 kB/s
8.218.146.204,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,2301 kB/s
8.219.174.213,2086,false,SIN,Asia Pacific,Singapore,281 ms,2298 kB/s
47.236.130.95,80,false,SIN,Asia Pacific,Singapore,287 ms,2296 kB/s
47.236.189.92,2095,false,SIN,Asia Pacific,Singapore,284 ms,2295 kB/s
47.236.189.92,2052,false,SIN,Asia Pacific,Singapore,309 ms,2287 kB/s
8.217.66.3,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,2287 kB/s
47.236.75.152,2086,false,SIN,Asia Pacific,Singapore,289 ms,2286 kB/s
8.219.210.64,80,false,SIN,Asia Pacific,Singapore,292 ms,2286 kB/s
47.236.202.91,8080,false,SIN,Asia Pacific,Singapore,281 ms,2278 kB/s
8.219.170.232,2082,false,SIN,Asia Pacific,Singapore,280 ms,2256 kB/s
47.245.126.151,2086,false,SIN,Asia Pacific,Singapore,303 ms,2224 kB/s
8.218.81.14,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,2216 kB/s
8.222.136.247,2086,false,SIN,Asia Pacific,Singapore,291 ms,2213 kB/s
47.76.98.98,80,false,HKG,Asia Pacific,Hong Kong,67 ms,2204 kB/s
8.218.18.235,80,false,HKG,Asia Pacific,Hong Kong,59 ms,2176 kB/s
8.217.221.165,80,false,HKG,Asia Pacific,Hong Kong,64 ms,2164 kB/s
47.236.202.91,2082,false,SIN,Asia Pacific,Singapore,307 ms,2159 kB/s
47.237.95.140,80,false,SIN,Asia Pacific,Singapore,279 ms,2131 kB/s
47.236.189.92,2082,false,SIN,Asia Pacific,Singapore,291 ms,2131 kB/s
47.237.8.82,2086,false,SIN,Asia Pacific,Singapore,280 ms,2128 kB/s
8.212.41.98,80,false,SIN,Asia Pacific,Singapore,72 ms,2117 kB/s
47.76.33.40,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,2116 kB/s
8.218.11.90,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,2115 kB/s
8.218.181.189,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,2108 kB/s
47.237.8.82,80,false,SIN,Asia Pacific,Singapore,281 ms,2093 kB/s
47.238.40.58,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,2088 kB/s
47.76.33.40,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,2087 kB/s
8.210.100.23,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,2087 kB/s
8.222.134.170,8080,false,SIN,Asia Pacific,Singapore,283 ms,2086 kB/s
8.219.220.88,8080,false,SIN,Asia Pacific,Singapore,289 ms,2070 kB/s
8.219.198.139,2095,false,SIN,Asia Pacific,Singapore,307 ms,2066 kB/s
47.237.95.156,2052,false,SIN,Asia Pacific,Singapore,276 ms,2048 kB/s
8.217.250.5,2095,false,HKG,Asia Pacific,Hong Kong,70 ms,2047 kB/s
8.218.81.14,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,2035 kB/s
47.236.125.62,2082,false,NRT,Asia Pacific,Tokyo,355 ms,2027 kB/s
47.237.92.26,2082,false,SIN,Asia Pacific,Singapore,287 ms,2022 kB/s
47.236.125.62,2086,false,NRT,Asia Pacific,Tokyo,398 ms,2017 kB/s
8.218.52.115,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,2015 kB/s
47.76.214.139,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,2008 kB/s
47.242.232.14,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,2007 kB/s
47.237.8.82,2082,false,SIN,Asia Pacific,Singapore,302 ms,2006 kB/s
47.236.254.120,2086,false,SIN,Asia Pacific,Singapore,302 ms,1999 kB/s
47.237.95.13,2086,false,SIN,Asia Pacific,Singapore,306 ms,1989 kB/s
8.218.207.169,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,1989 kB/s
8.222.136.247,80,false,SIN,Asia Pacific,Singapore,283 ms,1989 kB/s
8.217.154.218,80,false,HKG,Asia Pacific,Hong Kong,72 ms,1973 kB/s
8.212.41.98,8080,false,SJC,North America,San Jose,65 ms,1972 kB/s
47.76.77.103,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,1960 kB/s
8.222.244.192,2086,false,SIN,Asia Pacific,Singapore,284 ms,1958 kB/s
8.218.173.78,80,false,HKG,Asia Pacific,Hong Kong,56 ms,1951 kB/s
47.245.86.230,8880,false,SIN,Asia Pacific,Singapore,299 ms,1946 kB/s
8.219.189.143,2052,false,SIN,Asia Pacific,Singapore,303 ms,1930 kB/s
8.217.106.47,80,false,HKG,Asia Pacific,Hong Kong,59 ms,1928 kB/s
47.237.95.156,2082,false,SIN,Asia Pacific,Singapore,286 ms,1921 kB/s
47.236.189.92,8080,false,SIN,Asia Pacific,Singapore,292 ms,1909 kB/s
47.242.36.78,80,false,HKG,Asia Pacific,Hong Kong,63 ms,1906 kB/s
8.219.42.72,2086,false,SIN,Asia Pacific,Singapore,288 ms,1902 kB/s
8.219.170.232,2086,false,SIN,Asia Pacific,Singapore,282 ms,1895 kB/s
47.237.95.140,2052,false,SIN,Asia Pacific,Singapore,293 ms,1882 kB/s
8.218.18.132,8080,false,HKG,Asia Pacific,Hong Kong,76 ms,1872 kB/s
47.76.29.115,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,1858 kB/s
8.217.50.252,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,1858 kB/s
8.218.178.79,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,1853 kB/s
47.245.126.151,8080,false,SIN,Asia Pacific,Singapore,316 ms,1843 kB/s
8.219.153.237,8880,false,NRT,Asia Pacific,Tokyo,379 ms,1826 kB/s
8.219.153.237,2095,false,NRT,Asia Pacific,Tokyo,377 ms,1818 kB/s
47.237.95.13,2095,false,SIN,Asia Pacific,Singapore,306 ms,1815 kB/s
8.217.221.165,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,1795 kB/s
8.210.3.24,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,1791 kB/s
47.236.174.206,2082,false,SIN,Asia Pacific,Singapore,304 ms,1784 kB/s
8.219.170.232,2052,false,SIN,Asia Pacific,Singapore,286 ms,1779 kB/s
47.245.114.163,8080,false,SIN,Asia Pacific,Singapore,319 ms,1769 kB/s
8.219.66.156,8880,false,NRT,Asia Pacific,Tokyo,382 ms,1767 kB/s
8.217.66.3,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,1765 kB/s
8.218.181.189,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,1734 kB/s
47.237.8.82,8080,false,SIN,Asia Pacific,Singapore,286 ms,1723 kB/s
47.236.164.215,2086,false,SIN,Asia Pacific,Singapore,304 ms,1703 kB/s
8.219.77.141,80,false,SJC,North America,San Jose,284 ms,1689 kB/s
47.74.155.26,80,false,SIN,Asia Pacific,Singapore,109 ms,1685 kB/s
47.243.60.150,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,1680 kB/s
8.217.181.213,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,1676 kB/s
47.76.192.24,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,1670 kB/s
8.210.3.24,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,1669 kB/s
8.219.174.213,2095,false,SIN,Asia Pacific,Singapore,289 ms,1665 kB/s
8.217.248.220,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,1639 kB/s
47.245.105.224,2082,false,SIN,Asia Pacific,Singapore,296 ms,1637 kB/s
47.242.155.183,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,1630 kB/s
47.245.118.70,2086,false,SIN,Asia Pacific,Singapore,309 ms,1619 kB/s
47.245.126.151,80,false,SIN,Asia Pacific,Singapore,312 ms,1615 kB/s
47.236.180.51,8880,false,SIN,Asia Pacific,Singapore,306 ms,1605 kB/s
8.218.142.253,8080,false,HKG,Asia Pacific,Hong Kong,72 ms,1601 kB/s
47.245.126.151,8880,false,SIN,Asia Pacific,Singapore,300 ms,1574 kB/s
47.245.118.70,2095,false,SIN,Asia Pacific,Singapore,316 ms,1548 kB/s
8.210.89.245,80,false,HKG,Asia Pacific,Hong Kong,61 ms,1546 kB/s
47.237.84.173,2052,false,SIN,Asia Pacific,Singapore,283 ms,1545 kB/s
47.236.10.182,8880,false,SIN,Asia Pacific,Singapore,297 ms,1542 kB/s
47.245.84.124,80,false,SIN,Asia Pacific,Singapore,296 ms,1540 kB/s
8.219.0.48,2052,false,SIN,Asia Pacific,Singapore,280 ms,1539 kB/s
8.217.50.252,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,1521 kB/s
47.236.125.62,80,false,NRT,Asia Pacific,Tokyo,382 ms,1513 kB/s
47.237.95.140,2086,false,SIN,Asia Pacific,Singapore,302 ms,1500 kB/s
8.217.149.28,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,1482 kB/s
47.238.5.0,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,1460 kB/s
8.217.193.25,80,false,HKG,Asia Pacific,Hong Kong,59 ms,1454 kB/s
8.218.136.25,80,false,HKG,Asia Pacific,Hong Kong,60 ms,1442 kB/s
47.245.102.52,8080,false,SIN,Asia Pacific,Singapore,292 ms,1442 kB/s
8.218.211.17,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,1437 kB/s
47.236.10.182,2095,false,SIN,Asia Pacific,Singapore,294 ms,1436 kB/s
47.245.102.52,80,false,SIN,Asia Pacific,Singapore,315 ms,1435 kB/s
47.237.95.156,8080,false,SIN,Asia Pacific,Singapore,286 ms,1412 kB/s
47.237.92.26,2052,false,SIN,Asia Pacific,Singapore,299 ms,1411 kB/s
47.245.105.224,8080,false,SIN,Asia Pacific,Singapore,296 ms,1405 kB/s
47.237.92.26,80,false,SIN,Asia Pacific,Singapore,288 ms,1398 kB/s
47.245.105.224,2086,false,SIN,Asia Pacific,Singapore,294 ms,1392 kB/s
8.218.3.12,80,false,HKG,Asia Pacific,Hong Kong,57 ms,1388 kB/s
47.236.125.62,2095,false,NRT,Asia Pacific,Tokyo,392 ms,1382 kB/s
8.210.107.246,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,1382 kB/s
8.218.22.210,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,1370 kB/s
47.76.178.146,2052,false,HKG,Asia Pacific,Hong Kong,97 ms,1368 kB/s
8.218.228.152,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,1363 kB/s
47.76.214.139,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,1355 kB/s
47.236.125.62,8880,false,NRT,Asia Pacific,Tokyo,381 ms,1346 kB/s
47.237.95.146,80,false,SIN,Asia Pacific,Singapore,286 ms,1331 kB/s
47.245.114.163,2082,false,SIN,Asia Pacific,Singapore,317 ms,1326 kB/s
47.76.33.40,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,1297 kB/s
47.245.84.124,8080,false,SIN,Asia Pacific,Singapore,294 ms,1283 kB/s
47.245.105.224,8880,false,SIN,Asia Pacific,Singapore,329 ms,1269 kB/s
8.218.18.132,2095,false,HKG,Asia Pacific,Hong Kong,71 ms,1253 kB/s
8.218.211.17,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,1252 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,299 ms,1226 kB/s
47.245.126.151,2095,false,SIN,Asia Pacific,Singapore,315 ms,1219 kB/s
47.236.180.51,8080,false,SIN,Asia Pacific,Singapore,288 ms,1218 kB/s
47.76.233.67,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,1215 kB/s
8.209.119.190,80,false,SJC,North America,San Jose,251 ms,1204 kB/s
8.218.174.118,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,1202 kB/s
8.218.228.152,80,false,HKG,Asia Pacific,Hong Kong,70 ms,1202 kB/s
47.245.105.224,2052,false,SIN,Asia Pacific,Singapore,298 ms,1182 kB/s
47.243.90.180,80,false,HKG,Asia Pacific,Hong Kong,63 ms,1173 kB/s
47.243.90.180,8880,false,HKG,Asia Pacific,Hong Kong,69 ms,1159 kB/s
47.76.32.108,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,1130 kB/s
47.245.96.80,2086,false,SIN,Asia Pacific,Singapore,312 ms,1125 kB/s
47.245.102.52,2086,false,SIN,Asia Pacific,Singapore,297 ms,1117 kB/s
47.242.252.237,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,1094 kB/s
8.217.91.121,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,1087 kB/s
8.217.66.3,80,false,HKG,Asia Pacific,Hong Kong,61 ms,1084 kB/s
47.237.94.140,80,false,SIN,Asia Pacific,Singapore,312 ms,1074 kB/s
47.238.0.114,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,1073 kB/s
8.219.174.213,8880,false,SIN,Asia Pacific,Singapore,284 ms,1072 kB/s
8.218.188.129,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,1069 kB/s
47.245.84.124,2082,false,SIN,Asia Pacific,Singapore,291 ms,1051 kB/s
47.76.146.1,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,1030 kB/s
47.76.227.128,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,1024 kB/s
8.223.2.222,80,false,SIN,Asia Pacific,Singapore,77 ms,1009 kB/s
47.76.98.98,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,1006 kB/s
47.76.203.101,2082,false,HKG,Asia Pacific,Hong Kong,56 ms,1002 kB/s
47.245.118.70,8880,false,SIN,Asia Pacific,Singapore,311 ms,997 kB/s
47.238.6.58,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,992 kB/s
8.210.3.24,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,976 kB/s
47.242.155.183,80,false,HKG,Asia Pacific,Hong Kong,58 ms,960 kB/s
47.243.91.58,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,958 kB/s
8.218.146.204,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,933 kB/s
8.217.181.213,80,false,HKG,Asia Pacific,Hong Kong,62 ms,889 kB/s
47.242.36.78,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,863 kB/s
47.242.183.7,80,false,HKG,Asia Pacific,Hong Kong,62 ms,854 kB/s
47.245.118.70,2082,false,SIN,Asia Pacific,Singapore,329 ms,847 kB/s
47.245.84.124,8880,false,SIN,Asia Pacific,Singapore,312 ms,829 kB/s
8.218.222.36,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,829 kB/s
8.217.91.121,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,821 kB/s
47.76.94.15,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,797 kB/s
8.218.22.210,8080,false,HKG,Asia Pacific,Hong Kong,55 ms,790 kB/s
8.218.3.12,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,749 kB/s
47.242.232.14,80,false,HKG,Asia Pacific,Hong Kong,74 ms,746 kB/s
8.218.11.90,80,false,HKG,Asia Pacific,Hong Kong,68 ms,746 kB/s
8.210.3.24,80,false,HKG,Asia Pacific,Hong Kong,60 ms,738 kB/s
47.238.6.102,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,706 kB/s
47.245.96.80,2095,false,SIN,Asia Pacific,Singapore,312 ms,693 kB/s
47.237.95.140,2082,false,SIN,Asia Pacific,Singapore,281 ms,690 kB/s
47.243.86.79,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,685 kB/s
